"Date","Open","High","Low","Close","Volume","Adj Close"
"2012-01-19",141.399994,141.809998,138.789993,138.979996,392400,122.096409
"2012-01-18",141.699997,143.399994,140.339996,140.839996,239500,123.730453
"2012-01-17",144.240005,144.860001,140.550003,141.490005,239800,124.301498
"2012-01-13",136.429993,141.779999,136.429993,141.130005,439100,123.985231
"2012-01-11",139.220001,140.270004,137.779999,138.619995,428100,121.780142
"2012-01-10",141.139999,141.699997,139.550003,139.949997,327000,122.948573
"2012-01-09",140.119995,140.429993,138.899994,139.470001,146800,122.526888
"2012-01-05",137.770004,140.869995,137.059998,140.570007,188800,123.493263
"2012-01-04",140.149994,140.149994,137.949997,138,153700,121.235466
"2012-01-03",142.860001,145.550003,138.740005,140.309998,350400,123.26484
"2011-12-30",141,142.729996,140.410004,140.509995,181700,123.440541
"2011-12-29",140.199997,142.460007,140.199997,140.580002,221100,123.502043
"2011-12-28",143.479996,143.479996,141.100006,141.110001,141700,123.053999
"2011-12-27",141.789993,144.970001,141.479996,143.419998,199900,125.068416
"2011-12-23",142.860001,143.350006,141.220001,142.149994,183600,123.960918
"2011-12-22",140.089996,142.850006,140.089996,141.779999,171000,123.638266
"2011-12-21",138.759995,140.820007,138.699997,139.880005,237300,121.981389
"2011-12-20",137.979996,139.600006,137.110001,139.300003,153900,121.475603
"2011-12-19",137.619995,138.429993,135.869995,135.960007,200800,118.562982
"2011-12-16",136.600006,139.240005,136.259995,137.539993,692500,119.940798
"2011-12-15",134.470001,136.580002,133.470001,135.919998,268800,118.528093
"2011-12-14",131.179993,134.220001,131.179993,132.940002,301100,115.929408
"2011-12-13",133.350006,134.399994,131.529999,131.899994,296600,115.022476
"2011-12-12",133.529999,133.75,131.320007,132.190002,259100,115.275376
"2011-12-09",132.410004,135.619995,132.389999,134.720001,314500,117.481644
"2011-12-08",133.580002,134.369995,131.949997,132.199997,204700,115.284092
"2011-12-07",131.539993,134.960007,130.190002,134.789993,306000,117.54268
"2011-12-06",132.889999,132.960007,130.889999,132.029999,147100,115.135846
"2011-12-05",134.850006,135.589996,131.699997,132.889999,291900,115.885803
"2011-12-02",134.630005,135.960007,133.210007,133.470001,240300,116.39159
"2011-12-01",133.070007,134.300003,131.160004,133.940002,541100,116.801451
"2011-11-30",129.399994,132.869995,128.190002,132.850006,1100900,115.850928
"2011-11-29",125.730003,126.139999,124.43,125.970001,233900,109.851267
"2011-11-28",127.699997,127.699997,123.900002,124.910004,255300,108.926903
"2011-11-25",122.360001,125.199997,121.480003,123,75600,107.261298
"2011-11-23",124.900002,124.93,122.150002,122.339996,232700,106.685746
"2011-11-22",127.290001,127.650002,125.889999,125.970001,224000,109.851267
"2011-11-21",128.949997,128.949997,126.330002,127.160004,446000,110.889
"2011-11-18",131.740005,132.089996,129.880005,130.779999,220200,114.045792
"2011-11-17",134.369995,134.410004,130.320007,130.649994,217700,113.932422
"2011-11-16",136.309998,137.059998,134.580002,134.669998,264400,117.438039
"2011-11-15",134.179993,137.520004,133.889999,136.699997,155400,119.208285
"2011-11-14",136.5,137.050003,133.809998,134.610001,208700,117.385719
"2011-11-11",135.320007,137.919998,134.550003,137.169998,159900,119.618147
"2011-11-10",134.820007,135.320007,133.559998,134.259995,339800,117.080498
"2011-11-09",135.589996,137.100006,132.669998,132.949997,271800,115.938124
"2011-11-08",138.830002,140.429993,135.179993,138.529999,365800,120.804126
"2011-11-07",137.580002,139.429993,135.570007,137.929993,330400,120.280895
"2011-11-04",135.149994,138.080002,133.160004,137.970001,578100,120.315784
"2011-11-03",124.800003,138.410004,124.800003,136.160004,824000,118.737388
"2011-11-02",139.580002,140.259995,136.029999,138.429993,549200,120.716916
"2011-11-01",139.360001,143.360001,137.169998,137.330002,493800,119.757677
"2011-10-28",146.809998,148.440002,141.770004,142.679993,449000,124.423099
"2011-10-27",144.369995,147.949997,143.509995,146.449997,682400,127.710705
"2011-10-26",142.029999,142.080002,137.619995,140.899994,354300,122.870864
"2011-10-25",140.130005,140.559998,137.889999,139.410004,419300,121.571528
"2011-10-24",136.699997,140.389999,135.449997,140.149994,560300,122.216831
"2011-10-21",133.960007,136.080002,133.080002,135.559998,199000,118.214157
"2011-10-20",134.789993,134.789993,129.809998,132.559998,354700,115.598028
"2011-10-19",131.75,135.029999,131.119995,133.350006,595000,116.286949
"2011-10-18",128.089996,133.050003,127.75,132.5,542200,115.545707
"2011-10-17",127.339996,128.960007,126.809998,127.919998,601900,111.551748
"2011-10-14",126.82,128.779999,125.889999,128.389999,257900,111.96161
"2011-10-13",126.160004,127.07,124.220001,125.300003,525100,109.267
"2011-10-12",124.32,129.190002,124.040001,127.360001,355600,111.063406
"2011-10-11",127.339996,128.330002,123.379997,123.849998,475000,108.002533
"2011-10-10",123.339996,128.720001,123.339996,128.669998,569100,112.205781
"2011-10-07",124.07,125.949997,121.129997,121.309998,734500,105.787543
"2011-10-06",119.629997,123.870003,118.580002,123.82,387900,107.976373
"2011-10-05",121.190002,121.190002,114.059998,120.129997,601500,104.758532
"2011-10-04",112.540001,121.309998,111.25,121.099998,550300,105.604415
"2011-10-03",119.269997,121.160004,114.599998,114.599998,440700,99.936135
"2011-09-30",121.559998,123.150002,120,120.040001,400300,104.680051
"2011-09-29",122,123.209999,120.199997,123.209999,360200,107.444426
"2011-09-28",123.25,124.610001,120,120.230003,503400,104.845742
"2011-09-27",126.089996,126.620003,122.660004,124.099998,507800,107.31362
"2011-09-26",124.809998,124.82,122.32,124.290001,345300,107.477922
"2011-09-23",122.769997,124.32,121.760002,123.970001,484800,107.201207
"2011-09-22",124.099998,126.269997,122.160004,123.18,700800,106.518066
"2011-09-21",136.339996,136.649994,127.400002,127.419998,510200,110.184541
"2011-09-20",138.910004,139.220001,136.279999,136.279999,380000,117.846094
"2011-09-19",139.860001,140.669998,138.279999,138.309998,312600,119.601505
"2011-09-16",141.559998,142.649994,139.610001,142.419998,494900,123.155567
"2011-09-15",142.380005,142.380005,140.649994,141.779999,356500,122.602137
"2011-09-14",141.919998,142.259995,138.830002,141.110001,418100,122.022766
"2011-09-13",141.75,142.220001,139.660004,141.199997,410000,122.100589
"2011-09-12",139.039993,140.899994,138.690002,140.899994,289100,121.841166
"2011-09-09",141.179993,143.990005,139.619995,140.490005,234800,121.486634
"2011-09-08",143.520004,145.399994,142.309998,144.160004,322900,124.66021
"2011-09-07",141.509995,144.220001,138.419998,144.089996,217200,124.599673
"2011-09-06",135.429993,140.279999,135.110001,139.229996,230400,120.39706
"2011-09-02",138.839996,142.759995,138.539993,139.619995,292700,120.734306
"2011-09-01",143.690002,144.039993,140.690002,141.020004,277600,121.944943
"2011-08-31",142.979996,144.179993,141.139999,143.550003,360700,124.132721
"2011-08-30",141.080002,143.210007,139.729996,142.089996,329100,122.870202
"2011-08-29",140,141.779999,139.729996,141.699997,222200,122.532956
"2011-08-26",134.889999,138.910004,132.210007,138.5,243700,119.765807
"2011-08-25",139.410004,140.949997,134.800003,135.720001,182500,117.361844
"2011-08-24",136.050003,138.979996,135.809998,138.919998,399500,120.128994
"2011-08-23",132.369995,136.440002,130.699997,136.380005,376700,117.932573
"2011-08-22",133.850006,135.210007,130.690002,131.830002,440000,113.998025
"2011-08-19",132.289993,135.889999,132.080002,132.179993,385400,114.300675
"2011-08-18",136.130005,137.050003,132.910004,134.300003,350700,116.133922
"2011-08-17",140.210007,141.449997,137.979996,139.830002,197100,120.915906
"2011-08-16",138.960007,140.75,138.139999,139.5,343300,120.630542
"2011-08-15",137.699997,140.669998,137.699997,140.360001,268600,121.374215
"2011-08-12",139.339996,140.759995,136.100006,136.660004,220400,118.174697
"2011-08-11",131.779999,140.440002,130.809998,138.240005,434300,119.54098
"2011-08-10",129.830002,137.220001,129.240005,130.800003,655900,113.107349
"2011-08-09",121.93,131.990005,121.050003,131.649994,882000,113.842366
"2011-08-08",119.150002,126,119.150002,120.75,749100,104.416759
"2011-08-05",131.130005,131.130005,124.75,127.32,612500,110.098068
"2011-08-04",133.100006,135.539993,129.869995,129.889999,396300,112.320437
"2011-08-03",138.880005,138.880005,134.119995,136.740005,411200,118.243878
"2011-08-02",140.850006,141.699997,138.25,139.009995,396500,120.206817
"2011-08-01",141.350006,142.25,139.550003,141.419998,391400,122.290832
"2011-07-29",137.339996,140.820007,135.649994,140.360001,280900,121.374215
"2011-07-28",138.289993,140.070007,137.369995,138.360001,213900,119.644744
"2011-07-27",142.050003,142.479996,138.929993,139.070007,283700,120.258712
"2011-07-26",143,144.059998,141.860001,142.889999,151000,123.561993
"2011-07-25",142.320007,144.240005,141.470001,142.880005,152900,123.553351
"2011-07-22",143.139999,143.820007,142.529999,143.490005,190500,124.080839
"2011-07-21",143.25,144.25,142.339996,142.779999,278100,123.466872
"2011-07-20",141.470001,142.970001,141.089996,142.5,309200,123.224747
"2011-07-19",140.470001,141.669998,140.059998,141.199997,289200,122.100589
"2011-07-18",139.830002,140,138.050003,139.440002,236000,120.57866
"2011-07-15",139.300003,140.259995,138.429993,139.979996,279300,121.045611
"2011-07-14",140.389999,140.669998,138.179993,138.830002,250100,120.051171
"2011-07-13",142.899994,143.020004,139.889999,139.970001,285300,121.036968
"2011-07-12",141.869995,144.770004,141.570007,142.259995,219300,123.017206
"2011-07-11",142.270004,142.509995,140.789993,141.940002,230100,122.740498
"2011-07-08",141.039993,143.070007,140.899994,143,180700,123.657115
"2011-07-07",142.820007,143.139999,141.979996,142.809998,189200,123.492813
"2011-07-06",138.669998,141.809998,138.070007,141.539993,228900,122.394596
"2011-07-05",137.770004,139.089996,136.789993,138.929993,201300,120.137637
"2011-07-01",135.520004,137.889999,135.160004,137.589996,217800,118.978895
"2011-06-30",134.199997,135.509995,133.839996,135.289993,364700,116.990001
"2011-06-29",134.279999,134.729996,133.5,134.229996,214400,116.073384
"2011-06-28",132.770004,133.729996,131.710007,133.729996,230600,115.641017
"2011-06-27",134.100006,134.600006,132.990005,133.289993,169000,114.361207
"2011-06-24",133.139999,134.399994,133.029999,133.960007,365000,114.93607
"2011-06-23",133.929993,134.009995,131.889999,133.149994,393600,114.241089
"2011-06-22",136.449997,137.589996,135.580002,135.800003,331300,116.514765
"2011-06-21",136.660004,137.800003,136.320007,137.710007,300000,118.153525
"2011-06-20",134.279999,137.300003,133.919998,136.289993,410400,116.935171
"2011-06-17",134.630005,134.789993,132.919998,134.600006,390400,115.485182
"2011-06-16",132.570007,133.770004,131.229996,133.119995,351700,114.21535
"2011-06-15",133.860001,134.729996,131.479996,132.279999,314100,113.494644
"2011-06-14",134.869995,135.75,134.240005,135.050003,289000,115.871274
"2011-06-13",133.610001,134.910004,132.710007,133.339996,168600,114.404109
"2011-06-10",136.029999,136.259995,133.300003,133.509995,334500,114.549965
"2011-06-09",137.179993,137.210007,134.860001,136.259995,211300,116.909432
"2011-06-08",136.990005,138.309998,136.449997,136.529999,258200,117.141092
"2011-06-07",135.789993,137.990005,134.75,137.169998,387100,117.690204
"2011-06-06",135.669998,135.820007,134.449997,134.770004,362600,115.631038
"2011-06-03",132.220001,136.729996,132.220001,135.619995,324800,116.36032
"2011-06-02",134.119995,135.300003,133.529999,133.600006,236900,114.627194
"2011-06-01",137.350006,137.529999,133.770004,134.050003,326700,115.013286
"2011-05-31",136.149994,137.899994,135.600006,137.610001,397800,118.067721
"2011-05-27",134.5,135.199997,134.169998,134.960007,158100,115.794058
"2011-05-26",133.309998,134.660004,132.539993,134.600006,238800,115.485182
"2011-05-25",132.570007,133.899994,131.779999,133.389999,289500,114.447011
"2011-05-24",131.759995,132.529999,131.369995,132.190002,252700,113.417428
"2011-05-23",131.199997,133.059998,131,131.240005,437900,112.602342
"2011-05-20",134.330002,134.729996,132.369995,132.720001,349100,113.87216
"2011-05-19",134.570007,135.160004,134.179993,134.899994,344000,115.742568
"2011-05-18",134.710007,135.369995,133.330002,134.600006,377600,115.485182
"2011-05-17",132.949997,134.440002,132.460007,134.440002,211800,115.347901
"2011-05-16",133.229996,134.889999,132.639999,133.649994,170900,114.670083
"2011-05-13",134.389999,134.389999,132.839996,133.630005,160300,114.652933
"2011-05-12",134.470001,134.759995,133.240005,134.089996,173000,115.0476
"2011-05-11",136.25,136.5,134.720001,134.759995,242000,115.62245
"2011-05-10",134.490005,136.839996,134.199997,136.639999,310900,117.235472
"2011-05-09",133.169998,134.389999,132.509995,134.020004,290000,114.987547
"2011-05-06",134.039993,134.559998,132.229996,132.970001,373800,114.086657
"2011-05-05",133.139999,134.960007,132.820007,133.75,404900,114.755887
"2011-05-04",134.100006,135.070007,133.320007,133.410004,246000,114.464174
"2011-05-03",135.070007,136.229996,133.440002,134.5,265000,115.399378
"2011-05-02",136.350006,136.789993,134.910004,135.520004,245000,116.274529
"2011-04-29",137.089996,137.089996,134.979996,135.479996,440000,116.240202
"2011-04-28",133.929993,137.399994,133.929993,137.029999,268800,117.570086
"2011-04-27",132.669998,133.919998,132.220001,133.899994,241300,114.88458
"2011-04-26",131.130005,132.839996,130.580002,132.679993,213800,113.837834
"2011-04-25",128.880005,131.190002,128.880005,131,187900,112.39642
"2011-04-21",128.449997,129.139999,127.349998,129.089996,199200,110.75766
"2011-04-20",128.020004,128.419998,126.720001,128.270004,215400,110.054117
"2011-04-19",126,126.919998,125.639999,126.839996,193400,108.827187
"2011-04-18",124.889999,126.129997,124.589996,125.629997,295200,107.789023
"2011-04-15",124.32,126.620003,123.650002,126.599998,737800,108.621272
"2011-04-14",123.239998,124.300003,122.669998,123.879997,834500,106.287544
"2011-04-13",124.199997,124.68,123.300003,123.489998,212500,105.952929
"2011-04-12",124.360001,125.349998,123.779999,123.809998,248700,106.227485
"2011-04-11",125.260002,126.290001,124.190002,124.959999,226300,107.214172
"2011-04-08",125.830002,125.860001,124.550003,125.059998,259100,107.29997
"2011-04-07",126.07,126.239998,124.68,125.160004,199400,107.385774
"2011-04-06",125.959999,126.349998,125.330002,125.800003,186200,107.934886
"2011-04-05",125.059998,126.360001,124.540001,125.800003,298200,107.934886
"2011-04-04",125.220001,125.57,124.559998,125.07,148400,107.308551
"2011-04-01",124.32,125.730003,124.120003,124.949997,295600,107.205591
"2011-03-31",121.919998,124.410004,121.919998,124,246500,106.390505
"2011-03-30",121.209999,122.459999,120.589996,122.019997,202500,104.691686
"2011-03-29",120.75,121.150002,118.849998,120.769997,242500,103.619201
"2011-03-28",122.330002,122.389999,121.279999,121.550003,120600,103.396128
"2011-03-25",120.419998,122.650002,120.089996,122.050003,165500,103.821451
"2011-03-24",120.339996,120.760002,118.620003,120.269997,153000,102.307294
"2011-03-23",121.309998,121.540001,118.779999,119.709999,253900,101.830934
"2011-03-22",121.860001,122.07,120.809998,121.120003,201200,103.030349
"2011-03-21",122.730003,123.150002,121.440002,121.510002,207900,103.362101
"2011-03-18",121.239998,122.760002,120.690002,121.040001,453500,102.962296
"2011-03-17",120.589996,120.849998,119.209999,120.440002,321900,102.451909
"2011-03-16",119.519997,119.75,118.290001,119.099998,388500,101.312039
"2011-03-15",114.860001,120.669998,114.830002,119.800003,461300,101.907496
"2011-03-14",118.480003,119.43,118.029999,118.889999,257200,101.133404
"2011-03-11",116.830002,119.589996,116.599998,119.300003,236300,101.482172
"2011-03-10",117.910004,118.379997,117.160004,117.330002,192000,99.806397
"2011-03-09",118.279999,119.370003,117.699997,118.800003,190800,101.056849
"2011-03-08",117.260002,119.709999,116.660004,118.860001,323600,101.107886
"2011-03-07",118.610001,118.949997,116.620003,116.75,382600,99.31302
"2011-03-04",119.290001,119.370003,117.269997,118.019997,443800,100.393339
"2011-03-03",119.620003,120.339996,118.489998,118.870003,545600,101.116394
"2011-03-01",123.709999,123.779999,120.349998,120.379997,365300,102.400866
"2011-02-28",122.07,124.07,120.900002,123.779999,480800,105.293066
"2011-02-25",117.839996,121.309998,117.839996,121.099998,599900,103.013333
"2011-02-24",117.309998,117.940002,116.639999,117.510002,392500,99.959514
"2011-02-23",117.580002,118.330002,116.669998,117.5,349700,99.951005
"2011-02-22",117.25,118.769997,116.769997,117.720001,569000,100.138149
"2011-02-18",116.040001,117.419998,116.040001,117.139999,236800,99.644772
"2011-02-17",116.190002,116.75,114.980003,115.720001,215400,98.436855
"2011-02-16",117.080002,117.75,115.269997,116.139999,225900,98.794125
"2011-02-15",115.089996,117.209999,114.900002,116.419998,353600,99.032305
"2011-02-14",116,116.639999,114.980003,116.540001,158300,99.134385
"2011-02-11",115.470001,116.029999,114.290001,115.900002,269000,98.589972
"2011-02-10",115.059998,116.040001,114.629997,115.660004,244000,98.385818
"2011-02-09",113.970001,115.550003,113.769997,115.32,222200,98.096595
"2011-02-08",113.639999,114.160004,113.589996,114.129997,264800,97.084323
"2011-02-07",112.779999,114,112.610001,113.870003,337400,96.86316
"2011-02-04",115.580002,115.580002,109.980003,112.519997,698200,95.714781
"2011-02-03",115.260002,117.120003,115.260002,117,200700,99.525682
"2011-02-02",115.599998,116.769997,115.43,115.519997,191500,98.266722
"2011-02-01",116.849998,116.849998,114.57,115.989998,236100,98.666527
"2011-01-31",115.18,116.610001,114.980003,116,289100,98.675035
"2011-01-28",116.279999,116.860001,114.459999,114.660004,210500,97.535171
"2011-01-27",115.809998,116.919998,114.800003,116.470001,278000,99.07484
"2011-01-26",115.879997,116.080002,114.440002,115.489998,189300,98.241203
"2011-01-25",112.779999,115.480003,112.400002,115.459999,319500,98.215685
"2011-01-24",110.980003,113.879997,110.980003,113.360001,280600,96.429328
"2011-01-21",111.879997,111.879997,110.139999,111.080002,269300,94.489854
"2011-01-20",112.07,113.260002,110.279999,110.769997,521200,94.226149
"2011-01-19",113.379997,113.919998,111.769997,112.330002,393400,95.553163
"2011-01-18",113.709999,115.220001,112.959999,114.709999,493900,97.5777
"2011-01-14",113.279999,113.839996,112.900002,113.589996,230800,96.624973
"2011-01-13",114.010002,114.260002,112.739998,113.239998,293100,96.327248
"2011-01-12",114.300003,114.449997,113.309998,113.849998,221800,96.846143
"2011-01-11",113.849998,114.099998,112.339996,113.199997,148000,96.293221
"2011-01-10",113.610001,114.57,112.559998,113.360001,321500,96.429328
"2011-01-07",115.669998,116.410004,113.400002,113.660004,279300,96.684524
"2011-01-06",116.980003,117.370003,115.290001,115.370003,329600,98.13913
"2011-01-05",115.129997,116.849998,115.010002,116.099998,395900,98.760098
"2011-01-04",118.540001,118.540001,114.959999,115.300003,377400,98.079585
"2011-01-03",115,117.339996,114.510002,117.190002,381700,99.687307
"2010-12-31",114.110001,115.120003,114,114.220001,116300,97.160885
"2010-12-30",114.190002,114.75,113.650002,114.150002,140600,97.10134
"2010-12-29",115.599998,115.68,114.389999,114.900002,134600,96.860605
"2010-12-28",115.230003,115.519997,114.370003,115.209999,166500,97.121932
"2010-12-27",113.260002,115.150002,113.260002,114.949997,111000,96.902751
"2010-12-23",114.059998,115.150002,113.489998,113.580002,196500,95.747846
"2010-12-22",113.010002,114.879997,112.699997,114.040001,272900,96.135625
"2010-12-21",111.730003,113.160004,111.400002,113.029999,230400,95.284194
"2010-12-20",110.480003,111.709999,110.150002,111.489998,277200,93.985975
"2010-12-17",110.660004,111.169998,109.980003,110.169998,595200,92.873216
"2010-12-16",110.919998,111.190002,109.830002,110.550003,179000,93.19356
"2010-12-15",111.970001,112.650002,110.580002,110.589996,262800,93.227274
"2010-12-14",113.050003,114.300003,111.720001,111.989998,233000,94.407474
"2010-12-13",112.959999,113.580002,112.389999,113.199997,141300,95.427502
"2010-12-09",113.18,113.25,110.120003,110.459999,400100,93.117686
"2010-12-08",115.150002,115.470001,112.129997,112.650002,160700,94.963857
"2010-12-07",115.5,116.230003,114.620003,115.059998,319400,96.995481
"2010-12-06",113.660004,114.940002,113.32,114.370003,328100,96.413816
"2010-12-03",113.910004,114.519997,113.019997,113.980003,223900,96.085047
"2010-12-02",113.449997,114.459999,113.449997,114.220001,483400,96.287365
"2010-12-01",112.779999,113.480003,111.709999,113.209999,437500,95.435934
"2010-11-30",109.330002,111.769997,109.330002,110.839996,449500,93.438024
"2010-11-29",109.279999,110.900002,108.989998,110.550003,230100,93.19356
"2010-11-24",109.370003,110.949997,109.370003,110.339996,199900,93.016524
"2010-11-23",107.900002,108.949997,107.760002,108.400002,207500,91.38111
"2010-11-22",108.459999,109.889999,108.199997,109.190002,334500,92.04708
"2010-11-19",108.440002,109.190002,107.339996,108.910004,195500,91.811042
"2010-11-18",109.190002,109.419998,108.129997,108.639999,235000,91.583428
"2010-11-17",107.089996,108.510002,106.080002,107.690002,227900,90.782582
"2010-11-16",110.32,110.470001,105.599998,106.82,400200,90.04917
"2010-11-15",111.470001,113.300003,110.879997,110.910004,274200,93.49704
"2010-11-12",111.360001,112.790001,110.910004,111.239998,208400,93.775225
"2010-11-11",111.419998,112.68,110.839996,112.040001,171100,94.449627
"2010-11-10",110.309998,112.32,110.309998,112.110001,238900,94.508636
"2010-11-09",115.68,115.68,109.379997,110.029999,396200,92.755197
"2010-11-08",116.650002,116.660004,114.260002,115.239998,193600,97.147221
"2010-11-05",116.010002,117.120003,114.360001,116.940002,288100,98.580324
"2010-11-04",113.610001,116.059998,112.360001,116.050003,209100,97.830055
"2010-11-03",113.650002,114.5,112.75,113.360001,198600,95.562385
"2010-11-02",114.190002,114.610001,113.040001,113.550003,183800,95.722557
"2010-11-01",113.449997,115.029999,113.059998,113.629997,161200,95.789992
"2010-10-29",112.279999,113.57,112.279999,112.959999,139700,95.225184
"2010-10-28",114.440002,114.519997,111.860001,112.650002,341300,94.963857
"2010-10-27",114.110001,114.709999,113.43,113.970001,247900,96.076615
"2010-10-26",115.389999,115.739998,114.400002,114.769997,242800,96.751011
"2010-10-25",116.199997,116.989998,115.739998,116.059998,195900,97.83848
"2010-10-22",115.720001,115.940002,114.629997,115.760002,246000,97.585585
"2010-10-21",115.540001,116.199997,114.989998,115.57,171500,97.425413
"2010-10-20",113.099998,116.18,113.099998,115.169998,342800,97.088212
"2010-10-19",110.970001,113.540001,110.959999,112.720001,284800,95.022866
"2010-10-18",111.32,112.93,111.32,112.919998,145100,95.191464
"2010-10-15",112.279999,113.050003,111.279999,111.32,132100,93.842666
"2010-10-14",111.599998,112.57,111,111.599998,122700,94.078705
"2010-10-13",112.139999,112.790001,111.43,112.019997,174300,94.432763
"2010-10-12",110.370003,111.809998,109.970001,111.480003,218700,93.977549
"2010-10-11",110.089996,110.349998,109.699997,110.059998,127700,92.780486
"2010-10-08",110.089996,110.32,109.129997,109.809998,85200,92.569736
"2010-10-07",109.870003,110.339996,109.419998,109.860001,188400,92.611888
"2010-10-06",110.110001,110.75,108.809998,109.470001,211300,92.283119
"2010-10-05",110.339996,110.599998,109.099998,110.599998,248400,93.235706
"2010-10-04",108.75,109.800003,108.559998,109.690002,333300,92.46858
"2010-10-01",110.629997,110.629997,107.599998,109.080002,267200,91.95435
"2010-09-30",109.349998,111.040001,108.900002,109.440002,610200,92.25783
"2010-09-29",108.029999,108.739998,107,108.489998,334600,91.456977
"2010-09-28",108.230003,108.459999,106.379997,108.230003,325500,91.237802
"2010-09-27",110.800003,110.800003,107.790001,108.599998,195200,90.678893
"2010-09-24",109.410004,110.849998,109.059998,110.57,216800,92.323805
"2010-09-23",109.419998,110.489998,107.660004,107.660004,321200,89.894015
"2010-09-22",111.599998,112.82,110.379997,110.629997,205000,92.373902
"2010-09-21",114.760002,114.760002,111.900002,111.949997,207200,93.476076
"2010-09-20",110.889999,115.080002,110.889999,114.720001,366600,95.788976
"2010-09-17",110,110.949997,109.370003,110.75,281800,92.474102
"2010-09-16",110.139999,111.040001,109.489998,109.5,135100,91.430376
"2010-09-15",109.25,110.889999,109.160004,110.379997,323100,92.165157
"2010-09-14",110.599998,110.889999,109.68,109.830002,218900,91.705922
"2010-09-13",110.279999,111.18,109.93,110.93,299800,92.624399
"2010-09-10",108.900002,109.699997,108.309998,109.489998,212800,91.422025
"2010-09-09",110.43,110.43,108.010002,108.400002,192100,90.511899
"2010-09-08",110.349998,110.790001,108.769997,108.970001,269300,90.987838
"2010-09-07",110.099998,111.290001,109.660004,109.970001,217300,91.822818
"2010-09-03",110.5,111.059998,109.599998,110.660004,285600,92.398957
"2010-09-02",108.870003,109.870003,108.510002,109.82,277700,91.69757
"2010-09-01",107.580002,109.139999,106.860001,109.120003,412300,91.113086
"2010-08-31",103.050003,105.860001,102.610001,105.769997,358700,88.315896
"2010-08-30",104.440002,105.760002,103.239998,103.300003,160000,86.253499
"2010-08-27",104.32,105.529999,102.089996,105.019997,301400,87.689661
"2010-08-26",104.230003,105.330002,102.989998,103.550003,226100,86.462244
"2010-08-25",101.32,104.139999,101.160004,103.860001,195700,86.721086
"2010-08-24",100.669998,102.599998,100.269997,102.07,268800,85.22647
"2010-08-23",102.870003,103.550003,101.949997,101.949997,171400,85.12627
"2010-08-20",101.889999,102.629997,101.459999,102.510002,140800,85.593864
"2010-08-19",103.709999,104.050003,101.970001,102.419998,243900,85.518712
"2010-08-18",104.300003,105.309998,103.309998,104.209999,141500,87.013328
"2010-08-17",102.690002,104.959999,102.360001,104.190002,236300,86.996631
"2010-08-16",101.809998,103.410004,100.57,101.660004,209000,84.884132
"2010-08-13",102.269997,103.419998,102.010002,102.580002,217400,85.652312
"2010-08-12",102.18,103.809998,101.800003,102.559998,199900,85.635609
"2010-08-11",105.5,105.629997,103.029999,103.849998,258800,86.712735
"2010-08-10",106.25,108,105.900002,106.769997,216600,89.150877
"2010-08-09",106.470001,107.519997,105.790001,107.269997,359100,89.568367
"2010-08-06",105.290001,106.309998,103.959999,106.040001,289600,88.541344
"2010-08-05",106.830002,108.25,106.230003,106.370003,299400,88.816889
"2010-08-04",107.169998,107.540001,104.959999,107.050003,610700,89.384677
"2010-08-03",108.220001,108.220001,106.5,107.110001,296100,89.434773
"2010-08-02",106.739998,108.209999,106.339996,108,347900,90.177906
"2010-07-30",103.379997,106.099998,103.110001,105.110001,287400,87.764812
"2010-07-29",107.739998,108.120003,103.529999,104.639999,614400,87.37237
"2010-07-28",107.169998,108.160004,105.919998,107.029999,332700,89.367973
"2010-07-27",107.43,107.989998,105.910004,107.339996,256200,89.626815
"2010-07-26",104.779999,106.870003,104.010002,106.599998,494300,89.008931
"2010-07-23",103.830002,104.650002,102.040001,104.629997,367900,87.364019
"2010-07-22",102.129997,104.730003,102.099998,104.550003,499200,87.297225
"2010-07-21",103.699997,104.169998,100.550003,100.910004,287900,84.257896
"2010-07-20",100.25,103.419998,100,103.379997,386500,86.320293
"2010-07-19",101.349998,103.300003,99.699997,102.760002,285900,85.802609
"2010-07-16",103.68,104.089996,100.480003,100.959999,336300,84.299641
"2010-07-15",104.82,104.82,101.57,104.150002,263900,86.963231
"2010-07-14",105.230003,105.540001,103.290001,104.040001,223100,86.871383
"2010-07-13",104.419998,105.75,103.989998,105.580002,274300,88.157254
"2010-07-12",102.900002,103.879997,102.040001,103.300003,170900,86.253499
"2010-07-09",101.629997,103.720001,101.43,103.32,249300,86.270196
"2010-07-08",100.75,103.18,99.910004,101.849998,525500,85.042774
"2010-07-07",93.809998,99.230003,93.480003,99.230003,400300,82.855128
"2010-07-06",96.699997,97.610001,92.620003,93.470001,476900,78.045638
"2010-07-02",96.900002,97.470001,94.510002,95.080002,418600,79.389958
"2010-07-01",97.540001,98.300003,94.790001,96.839996,357500,80.859519
"2010-06-30",99.870003,101.300003,97.470001,97.540001,623000,81.444009
"2010-06-29",102.339996,102.620003,99.559998,99.82,508400,83.347764
"2010-06-28",104.260002,104.800003,103.089996,103.860001,280300,86.721086
"2010-06-25",101.580002,105.389999,101.040001,105.389999,631000,87.136067
"2010-06-24",103.150002,103.769997,100.790001,101.099998,224800,83.58911
"2010-06-23",103.660004,104.980003,101.730003,103.620003,264700,85.67264
"2010-06-22",107.690002,107.989998,103.199997,103.25,400300,85.366723
